,short,long,alpha,strategy_returns,strategy_std,benchmark_returns,benchmark_std,training_strategy_returns,training_strategy_std,training_benchmark_returns,training_benchmark_std,ticker
85,22,88,0.001,-0.0006384207338589823,0.024923876280672653,0.0003696707189931452,0.018631914441103632,0.0055818275713046366,0.010487791711641548,0.0005282454751043985,0.012744493767360256,TTE
86,25,100,0.007,0.0010843769606718322,0.019907402416444283,0.0009179571156415234,0.017552406847298918,0.007119233786914026,0.006297476890701516,0.000766847613614379,0.013639742460896193,TXN
87,15,50,0.003,0.0003127550872449738,0.014201249460307468,0.0003439244426075117,0.01361856087640939,0.006196158574216376,0.009432272464456664,0.0006178403651358214,0.009950544801303435,UL
88,20,77,0.009000000000000001,0.0012621261598807667,0.02131121379219592,0.0011138552491106466,0.01638211681340715,0.002374039476319319,0.013424528761489477,0.000714051823361983,0.01325598278876084,UNH
89,20,100,0.001,0.0014734362294987343,0.020548594223265732,0.0007303200764343688,0.016256489692170133,0.004568699417558264,0.01762820865372787,0.001080345991679719,0.012112200579336305,UNP
90,15,61,0.005,0.0002607327419167703,0.01742376575301172,0.0006205814491220243,0.015334778371477068,0.0014022153025619176,0.009918109939842561,0.0006053935959306557,0.009170092290171404,UPS
91,25,88,0.009000000000000001,0.0009622164648779612,0.020534713441797293,0.0008386777222036849,0.01581205500291962,0.007992010522112777,0.01106212864514866,0.001458041909439229,0.013353845788208,V
92,25,77,0.005,0.0006635821933175139,0.011882244415519055,0.00030383431101642963,0.011060321532162172,0.0011063993218882432,0.011001411852707421,0.000676010119403634,0.01028900825743505,VZ
93,15,61,0.003,0.00022952192296589224,0.02282052759213619,0.0003987126678433239,0.01919187782384605,0.004901041804030034,0.009019752558165981,0.0009562941112504958,0.011669140667783085,WFC
94,22,55,0.007,0.0006939002778492437,0.014712702539335869,0.0004895193581120085,0.012968289434282963,0.0008833029833144381,0.008637598428996102,0.0005404472374861789,0.009054449821887219,WMT
95,25,55,0.005,,,0.00022248249932916526,0.01704219252526353,0.005439502608596621,0.010876503825090868,0.0003403321805372426,0.009034502133444939,XOM
